place_name,place_info,corpus,"coordinates (y, x)",query,
벤치19,중앙도서관 농대(농생대) 쪽 벤치,"중앙도서관 앞에 있는 벤치는 농대(농생대) 2호관과 가장 가까워요.
중앙도서관 농대(농생대) 쪽 벤치는 학생들이 주로 담배를 피우는 곳입니다.
중앙도서관 농대(농생대) 쪽 벤치 옆에는 자전거 주차장이 위치해 있습니다.
중앙도서관 앞 벤치는 농대(농생대)와 이어지는 지름길을 따라 쉽게 찾을 수 있습니다.","35.848550, 127.131375","중앙도서관 앞에 있는 벤치로 배달해 주실 수 있나요? 그곳은 농대 2호관과 가장 가깝습니다.
중앙도서관 농대 쪽 벤치, 학생들이 주로 담배를 피우는 곳에서 친구를 만날 예정입니다 여기로 와 주세요.
중앙도서관 농대 쪽 벤치 옆 자전거 주차장 근처로 음식을 배달 부탁드립니다.
중앙도서관 앞 벤치, 농대와 이어지는 지름길을 따라 쉽게 찾을 수 있는 곳에서 손님을 기다릴게요 이곳으로 오시면 됩니다.
중앙도서관 앞 벤치로 오실 때, 농대 쪽 지름길을 참고하세요 그곳에서 만나요.
중앙도서관 앞 벤치에서 잠시 쉬고 있는 학생들 근처에서 기다리고 있을게요 여기로 배달 부탁드립니다.
중앙도서관 농대 쪽 벤치에서 친구를 만나려 합니다 여기로 오실 수 있나요?
중앙도서관 앞 벤치 근처로 배달 부탁드립니다 정확한 위치는 농대 쪽 입구 근처입니다.
중앙도서관 앞 농대 쪽 벤치에서 손님을 맞이하려고 합니다 이곳으로 와 주실 수 있나요?
배달 도착하시면, 중앙도서관 앞 농대 쪽에 있는 벤치로 오시면 됩니다 여기서 기다리고 있을게요.",
벤치20,중앙도서관 공대(공과대학) 쪽 벤치,"중앙도서관에는 공대(공과대학) 방향에 벤치가 있습니다.
중앙도서관 공대(공과대학) 쪽 벤치 건너편에는 공대(공과대학) 4호관과 공대(공과대학) 5호관이 있습니다.
중앙도서관 공대(공과대학) 쪽 벤치 앞에는 주차장이 있습니다.
공대(공과대학) 쪽 중앙도서관 입구 옆에는 벤치들이 있습니다.","35.847934, 127.132233","중앙도서관 공대 방향에 있는 벤치로 배달해 주실 수 있나요?
중앙도서관 공대 쪽 벤치 건너편, 공대 4호관과 5호관 근처에서 친구를 만날 예정입니다 여기로 와 주세요.
중앙도서관 공대 쪽 벤치 앞 주차장 근처로 음식을 배달 부탁드립니다.
공대 쪽 중앙도서관 입구 옆에 있는 벤치들에서 손님을 기다릴게요 이곳으로 오시면 됩니다.
중앙도서관 공대 쪽 벤치로 오실 때, 공대 4호관과 5호관을 참고하세요 그곳에서 만나요.
중앙도서관 공대 쪽 벤치에서 잠시 쉬고 있는 사람들 근처에서 기다리고 있을게요 여기로 배달 부탁드립니다.
중앙도서관 공대 쪽 벤치에서 친구를 만나려 합니다 여기로 오실 수 있나요?
중앙도서관 공대 쪽 벤치 근처로 배달 부탁드립니다 정확한 위치는 중앙도서관 공대 방향입니다.
중앙도서관 공대 쪽 벤치에서 손님을 맞이하려고 합니다 이곳으로 와 주실 수 있나요?
배달 도착하시면, 중앙도서관 공대 쪽에 있는 벤치로 오시면 됩니다 여기서 기다리고 있을게요.",
벤치21,농대(농생대) 본관 정자,"농대(농생대) 본관과 도서관 사이에는 정자가 있습니다.
농대(농생대) 2호관 옆에는 정자가 있습니다.
농대(농생대) 본관 앞 정자는 흡연구역이에요.
농대(농생대) 2호관 옆 정자에는 인도로 내려갈 수 있는 지름길이 있습니다.","35.848907, 127.133726","농대 본관과 도서관 사이에 있는 정자로 배달해 주실 수 있나요?
농대 2호관 옆 정자에서 친구를 만날 예정입니다 여기로 와 주세요.
농대 본관 앞 흡연구역 정자로 음식을 배달 부탁드립니다.
농대 2호관 옆 정자 근처, 인도로 내려갈 수 있는 지름길 근처에서 손님을 기다릴게요 이곳으로 오시면 됩니다.
농대 본관과 2호관 사이 정자로 오실 때, 흡연구역을 참고하세요 그곳에서 만나요.
농대 2호관 옆 정자에서 잠시 쉬고 있는 사람들 근처에서 기다리고 있을게요 여기로 배달 부탁드립니다.
농대 본관 앞 정자에서 친구를 만나려 합니다 여기로 오실 수 있나요?
농대 2호관 옆 정자 근처로 배달 부탁드립니다 정확한 위치는 지름길 옆입니다.
농대 본관 앞 흡연구역 정자에서 손님을 맞이하려고 합니다 이곳으로 와 주실 수 있나요?
배달 도착하시면, 농대 2호관 옆에 있는 정자로 오시면 됩니다 여기서 기다리고 있을게요.",
벤치21,농대(농생대) 본관 벤치,"농대(농생대) 본관과 도서관 사이에는 벤치가 있습니다.
농대(농생대) 2호관 옆에는 벤치가 있습니다.
농대(농생대) 본관 앞 벤치는 흡연구역이에요.
농대(농생대) 2호관 옆 벤치에는 인도로 내려갈 수 있는 지름길이 있습니다.","35.848907, 127.133726","농대 본관과 도서관 사이에 있는 벤치로 배달해 주실 수 있나요?
농대 2호관 옆 벤치에서 친구를 만날 예정입니다 여기로 와 주세요.
농대 본관 앞 흡연구역 벤치로 음식을 배달 부탁드립니다.
농대 2호관 옆 벤치 근처, 인도로 내려갈 수 있는 지름길 근처에서 손님을 기다릴게요 이곳으로 오시면 됩니다.
농대 본관과 2호관 사이 벤치로 오실 때, 흡연구역을 참고하세요 그곳에서 만나요.
농대 2호관 옆 벤치에서 잠시 쉬고 있는 사람들 근처에서 기다리고 있을게요 여기로 배달 부탁드립니다.
농대 본관 앞 흡연구역 벤치에서 친구를 만나려 합니다 여기로 오실 수 있나요?
농대 2호관 옆 벤치 근처로 배달 부탁드립니다 정확한 위치는 지름길 옆입니다.
농대 본관 앞 흡연구역 벤치에서 손님을 맞이하려고 합니다 이곳으로 와 주실 수 있나요?
배달 도착하시면, 농대 2호관 옆에 있는 벤치로 오시면 됩니다 여기서 기다리고 있을게요.",
벤치22,농대(농생대) 본관 정문 정자,"농대(농생대) 본관 정문 앞 잔디밭에는 정자가 있습니다.
농대(농생대) 본관을 향해 서 있을 때, 오른쪽 주차장 뒤편에 정자가 있습니다.
농대(농생대) 본관 정문 정자는 학술림과 가까워요.
농대(농생대) 본관 정문 정자 뒤편에는 공대(공과대학) 8호관이 위치해 있습니다.","35.848833, 127.132497","농대 본관 정문 앞 잔디밭에 있는 정자로 배달해 주실 수 있나요?
농대 본관을 향해 서 있을 때 오른쪽 주차장 뒤편에 있는 정자에서 친구를 만날 예정입니다 여기로 와 주세요.
농대 본관 정문 정자, 학술림과 가까운 곳으로 음식을 배달 부탁드립니다.
농대 본관 정문 정자 뒤편, 공대 8호관 근처에서 손님을 기다릴게요 이곳으로 오시면 됩니다.
농대 본관 정문 정자로 오실 때, 주변 주차장을 참고하세요 그곳에서 만나요.
농대 본관 정문 정자에서 잠시 쉬고 있는 사람들 근처에서 기다리고 있을게요 여기로 배달 부탁드립니다.
농대 본관 정문 정자에서 친구를 만나려 합니다 여기로 오실 수 있나요?
농대 본관 정문 정자 근처로 배달 부탁드립니다 정확한 위치는 본관 앞 잔디밭입니다.
농대 본관 정문 정자에서 손님을 맞이하려고 합니다 이곳으로 와 주실 수 있나요?
배달 도착하시면, 농대 본관 정문 앞에 있는 정자로 오시면 됩니다 여기서 기다리고 있을게요.",
벤치22,농대(농생대) 본관 정문 벤치,"농대(농생대) 본관 정문 앞 잔디밭에는 벤치가 있습니다.
농대(농생대) 본관을 향해 서 있을 때, 오른쪽 주차장 뒤편에 벤치가 있습니다.
농대(농생대) 본관 정문 벤치는 학술림과 가까워요.
농대(농생대) 본관 정문 벤치 뒤편에는 공대(공과대학) 8호관이 위치해 있습니다.","35.848833, 127.132497","농대 본관 정문 앞 잔디밭에 있는 벤치로 배달해 주실 수 있나요?
농대 본관을 향해 서 있을 때 오른쪽 주차장 뒤편에 있는 벤치에서 친구를 만날 예정입니다 여기로 와 주세요.
농대 본관 정문 벤치, 학술림과 가까운 곳으로 음식을 배달 부탁드립니다.
농대 본관 정문 벤치 뒤편, 공대 8호관 근처에서 손님을 기다릴게요 이곳으로 오시면 됩니다.
농대 본관 정문 벤치로 오실 때, 주변 주차장을 참고하세요 그곳에서 만나요.
농대 본관 정문 벤치에서 잠시 쉬고 있는 사람들 근처에서 기다리고 있을게요 여기로 배달 부탁드립니다.
농대 본관 정문 벤치에서 친구를 만나려 합니다 여기로 오실 수 있나요?
농대 본관 정문 벤치 근처로 배달 부탁드립니다 정확한 위치는 본관 앞 잔디밭입니다.
농대 본관 정문 벤치에서 손님을 맞이하려고 합니다 이곳으로 와 주실 수 있나요?
배달 도착하시면, 농대 본관 정문 앞에 있는 벤치로 오시면 됩니다 여기서 기다리고 있을게요.",
벤치23,농대(농생대) 1호관 벤치,"농대(농생대) 1호관 정문 앞에는 벤치가 있습니다.
농대(농생대) 1호관 앞에 있는 벤치 앞에는 지쿠터 주차장이 있습니다.
농대(농생대) 1호관 정문 앞 계단을 사이에 두고 양쪽으로 벤치가 있습니다.
농대(농생대) 1호관 앞 벤치 주변에는 큰 나무가 많습니다.","35.849028, 127.130687","농대 1호관 정문 앞에 있는 벤치로 배달해 주실 수 있나요?
농대 1호관 앞에 있는 벤치 앞 지쿠터 주차장에서 친구를 만날 예정입니다 여기로 와 주세요.
농대 1호관 정문 앞 계단을 사이에 두고 양쪽에 있는 벤치 중 하나로 음식을 배달 부탁드립니다.
농대 1호관 앞 벤치 주변 큰 나무 근처에서 손님을 기다릴게요 이곳으로 오시면 됩니다.
농대 1호관 정문 앞 벤치로 오실 때, 주변 지쿠터 주차장을 참고하세요 그곳에서 만나요.
농대 1호관 앞 벤치에서 잠시 쉬고 있는 사람들 근처에서 기다리고 있을게요 여기로 배달 부탁드립니다.
농대 1호관 정문 앞 벤치에서 친구를 만나려 합니다 여기로 오실 수 있나요?
농대 1호관 앞 벤치 근처로 배달 부탁드립니다 정확한 위치는 1호관 앞입니다.
농대 1호관 앞 벤치에서 손님을 맞이하려고 합니다 이곳으로 와 주실 수 있나요?
배달 도착하시면, 농대 1호관 정문 앞에 있는 벤치로 오시면 됩니다 여기서 기다리고 있을게요.",
벤치24,농대(농생대) 2호관 벤치,"농대(농생대) 2호관 정문 앞에는 벤치가 있습니다.
학생들은 농대(농생대) 2호관 정문 앞 벤치에서 흡연을 하곤 합니다.
농대(농생대) 2호관 지쿠터 주차장 앞에 벤치가 있습니다. 
농대(농생대) 2호관 정문 앞의 벤치는 중앙도서관과도 가깝습니다.","35.848909, 127.131627","농대 2호관 정문 앞에 있는 벤치로 배달해 주실 수 있나요?
학생들이 흡연하는 농대 2호관 정문 앞 벤치에서 친구를 만날 예정입니다 여기로 와 주세요.
농대 2호관 지쿠터 주차장 앞 벤치로 음식을 배달 부탁드립니다.
중앙도서관과 가까운 농대 2호관 정문 앞의 벤치에서 손님을 기다릴게요 이곳으로 오시면 됩니다.
농대 2호관 정문 앞 벤치로 오실 때, 지쿠터 주차장을 참고하세요 그곳에서 만나요.
농대 2호관 정문 앞 벤치에서 잠시 쉬고 있는 사람들 근처에서 기다리고 있을게요 여기로 배달 부탁드립니다.
농대 2호관 정문 앞 벤치에서 친구를 만나려 합니다 여기로 오실 수 있나요?
농대 2호관 정문 앞 벤치 근처로 배달 부탁드립니다 정확한 위치는 2호관 앞입니다.
농대 2호관 정문 앞 벤치에서 손님을 맞이하려고 합니다 이곳으로 와 주실 수 있나요?
배달 도착하시면, 농대 2호관 정문 앞에 있는 벤치로 오시면 됩니다 여기서 기다리고 있을게요.",
벤치25,농대(농생대) 2호관 뒤 벤치,"농대(농생대) 2호관 뒤쪽 잔디밭에는 벤치가 있습니다.
농대(농생대) 2호관 강의실이 있는 부속 건물 옆에는 벤치가 있습니다.
농대(농생대) 2호관 뒤쪽 벤치 앞에는 철봉이 있습니다.
농대(농생대) 2호관 뒤 벤치 주변에는 큰 나무들이 많습니다.","35.8494, 127.1315","농대 2호관 뒤쪽 잔디밭에 있는 벤치로 배달해 주실 수 있나요?
농대 2호관 강의실이 있는 부속 건물 옆 벤치에서 친구를 만날 예정입니다 여기로 와 주세요.
농대 2호관 뒤쪽 벤치 앞 철봉 근처로 음식을 배달 부탁드립니다.
농대 2호관 뒤 벤치 주변 큰 나무들 근처에서 손님을 기다릴게요 이곳으로 오시면 됩니다.
농대 2호관 뒤쪽 벤치로 오실 때, 잔디밭과 철봉을 참고하세요 그곳에서 만나요.
농대 2호관 뒤쪽 벤치에서 잠시 쉬고 있는 사람들 근처에서 기다리고 있을게요 여기로 배달 부탁드립니다.
농대 2호관 뒤 벤치에서 친구를 만나려 합니다 여기로 오실 수 있나요?
농대 2호관 뒤 벤치 근처로 배달 부탁드립니다 정확한 위치는 2호관 뒤쪽입니다.
농대 2호관 뒤쪽 벤치에서 손님을 맞이하려고 합니다 이곳으로 와 주실 수 있나요?
배달 도착하시면, 농대 2호관 뒤에 있는 벤치로 오시면 됩니다 여기서 기다리고 있을게요.",
벤치26,농대(농생대) 3호관 벤치,"농대(농생대) 3호관 정문 앞 잔디밭에는 벤치가 있습니다.
농대(농생대) 3호관 앞 벤치는 차도와 가깝습니다.
농대(농생대) 3호관 지쿠터 주차장 앞에는 벤치가 있습니다.
농대(농생대) 3호관 앞의 벤치 뒤에는 자전거 주차장이 있습니다.","35.848458, 127.134515","농대 3호관 정문 앞 잔디밭에 있는 벤치로 배달해 주실 수 있나요?
농대 3호관 앞 차도와 가까운 벤치에서 친구를 만날 예정입니다 여기로 와 주세요.
농대 3호관 지쿠터 주차장 앞 벤치로 음식을 배달 부탁드립니다.
농대 3호관 앞의 벤치 뒤편 자전거 주차장 근처에서 손님을 기다릴게요 이곳으로 오시면 됩니다.
농대 3호관 앞 벤치로 오실 때, 지쿠터 주차장을 참고하세요 그곳에서 만나요.
농대 3호관 정문 앞 벤치에서 잠시 쉬고 있는 사람들 근처에서 기다리고 있을게요 여기로 배달 부탁드립니다.
농대 3호관 앞 벤치에서 친구를 만나려 합니다 여기로 오실 수 있나요?
농대 3호관 앞 벤치 근처로 배달 부탁드립니다 정확한 위치는 3호관 앞입니다.
농대 3호관 앞의 벤치 뒤 자전거 주차장에서 손님을 맞이하려고 합니다 이곳으로 와 주실 수 있나요?
배달 도착하시면, 농대 3호관 정문 앞에 있는 벤치로 오시면 됩니다 여기서 기다리고 있을게요.",
벤치26,농대(농생대) 4호관 벤치,"농대(농생대) 4호관을 마주보고 서면 오른편에 정자가 있습니다.
농대(농생대) 4호관에서 가장 가까운 흡연구역은 농대(농생대) 4호관 앞 정자입니다.
농대(농생대) 4호관 주차장 앞에는 정자가 있습니다.
농대(농생대) 4호관 정자 주변에는 큰 나무가 많습니다.","35.848205, 127.135893","농대 4호관을 마주보고 서 있을 때 오른편에 있는 정자로 배달해 주실 수 있나요?
농대 4호관 앞 흡연구역인 정자에서 친구를 만날 예정입니다 여기로 와 주세요.
농대 4호관 주차장 앞에 있는 정자로 음식을 배달 부탁드립니다.
농대 4호관 정자 주변 큰 나무 근처에서 손님을 기다릴게요 이곳으로 오시면 됩니다.
농대 4호관 정자로 오실 때, 주변 큰 나무들을 참고하세요 그곳에서 만나요.
농대 4호관 정자에서 잠시 쉬고 있는 사람들 근처에서 기다리고 있을게요 여기로 배달 부탁드립니다.
농대 4호관 앞 정자에서 친구를 만나려 합니다 여기로 오실 수 있나요?
농대 4호관 정자 근처로 배달 부탁드립니다 정확한 위치는 4호관 앞입니다.
농대 4호관 앞 정자에서 손님을 맞이하려고 합니다 이곳으로 와 주실 수 있나요?
배달 도착하시면, 농대 4호관 앞에 있는 정자로 오시면 됩니다 여기서 기다리고 있을게요.",
벤치27,목재가공센터 벤치,"목재가공센터 입구 옆에는 벤치가 있습니다.
농대(농생대) 4호관 뒤편 목질소재실험실 앞에는 벤치가 있습니다.
전북대햄과 가장 가까운 벤치는 기구제작실습실 앞에 있습니다.
목재응용과학과 학생회실을 이용하는 사람은 목재가공센터 앞 벤치를 손쉽게 이용할 수 있습니다.","35.8488, 127.1354","목재가공센터 입구 옆에 있는 벤치로 배달해 주실 수 있나요?
농대 4호관 뒤편 목질소재실험실 앞 벤치에서 친구를 만날 예정입니다 여기로 와 주세요.
전북대햄과 가장 가까운 기구제작실습실 앞 벤치로 음식을 배달 부탁드립니다.
목재응용과학과 학생회실 이용자가 자주 이용하는 목재가공센터 앞 벤치 근처에서 손님을 기다릴게요 이곳으로 오시면 됩니다.
목재가공센터 앞 벤치로 오실 때, 입구를 참고하세요 그곳에서 만나요.
목재가공센터 입구 옆 벤치에서 잠시 쉬고 있는 사람들 근처에서 기다리고 있을게요 여기로 배달 부탁드립니다.
농대 4호관 뒤편 벤치에서 친구를 만나려 합니다 여기로 오실 수 있나요?
기구제작실습실 앞 벤치 근처로 배달 부탁드립니다 정확한 위치는 전북대햄 근처입니다.
목재가공센터 앞 벤치에서 손님을 맞이하려고 합니다 이곳으로 와 주실 수 있나요?
배달 도착하시면, 목재가공센터 입구 옆에 있는 벤치로 오시면 됩니다 여기서 기다리고 있을게요.",
벤치28,농대(농생대) 실습장 토끼 집 근처 벤치,"농대(농생대) 실습장과 예술대학 사이 도로변에는 벤치가 있습니다.
토끼 뽀시래기 집 앞 벤치는 예술대학 건너편 도로변에 위치해 있습니다.
농대(농생대) 실습장 주변 벤치는 예술대학으로 올라가는 언덕 앞에 있습니다.
농대(농생대) 실습장 토끼 집 앞에는 벤치가 있습니다.","35.850056, 127.128349","농대 실습장과 예술대학 사이 도로변에 있는 벤치로 배달해 주실 수 있나요?
토끼 뽀시래기 집 앞, 예술대학 건너편 도로변에 위치한 벤치에서 친구를 만날 예정입니다 여기로 와 주세요.
농대 실습장 주변 벤치, 예술대학으로 올라가는 언덕 앞으로 음식을 배달 부탁드립니다.
농대 실습장 토끼 집 앞에 있는 벤치 근처에서 손님을 기다릴게요 이곳으로 오시면 됩니다.
농대 실습장과 예술대학 사이 벤치로 오실 때, 주변 도로변을 참고하세요 그곳에서 만나요.
토끼 뽀시래기 집 앞 벤치에서 잠시 쉬고 있는 사람들 근처에서 기다리고 있을게요 여기로 배달 부탁드립니다.
농대 실습장 주변 벤치에서 친구를 만나려 합니다 여기로 오실 수 있나요?
예술대학 건너편 도로변 벤치 근처로 배달 부탁드립니다 정확한 위치는 토끼 뽀시래기 집 앞입니다.
농대 실습장 토끼 집 앞 벤치에서 손님을 맞이하려고 합니다 이곳으로 와 주실 수 있나요?
배달 도착하시면, 농대 실습장과 예술대학 사이 도로변에 있는 벤치로 오시면 됩니다 여기서 기다리고 있을게요.",
쓰레기처리장1,공대(공과대학) 7호관 쓰레기처리장,"공대(공과대학) 7호관 뒤편에는 쓰레기처리장이 있습니다.
공대(공과대학) 7호관 후문 쓰레기처리장 옆에는 벤치가 있습니다.
공대(공과대학) 7호관 후문 검은색 컨테이너는 쓰레기처리장입니다.
공대(공과대학) 7호관 후문 쓰레기처리장을 지나면 사대부고로 연결되는 계단이 있습니다.","35.8456, 127.1342","공대 7호관 후문 쓰레기처리장 옆에 있는 벤치로 배달해 주실 수 있나요?
공대 7호관 후문 검은색 컨테이너, 즉 쓰레기처리장 근처 벤치로 와 주세요.
공대 7호관 후문 쓰레기처리장을 지나는 계단 근처 벤치로 음식을 배달 부탁드립니다.
사대부고로 연결되는 계단 근처, 공대 7호관 후문 쓰레기처리장 옆 벤치에서 손님을 기다릴게요 이곳으로 오시면 됩니다.
공대 7호관 후문 쓰레기처리장 근처 벤치로 오실 때, 주변 컨테이너를 참고하세요 그곳에서 만나요.
공대 7호관 후문 쓰레기처리장 옆 벤치에서 잠시 쉬고 있는 사람들 근처에서 기다리고 있을게요 여기로 배달 부탁드립니다.
공대 7호관 후문 쓰레기처리장 근처 벤치에서 친구를 만나려 합니다 여기로 오실 수 있나요?
공대 7호관 후문 검은색 컨테이너 근처 벤치로 배달 부탁드립니다 정확한 위치는 7호관 뒤편입니다.
공대 7호관 후문 쓰레기처리장 벤치에서 손님을 맞이하려고 합니다 이곳으로 와 주실 수 있나요?
배달 도착하시면, 공대 7호관 후문 쓰레기처리장 옆에 있는 벤치로 오시면 됩니다 여기서 기다리고 있을게요.",
쓰레기처리장2,공대(공과대학) 8호관 쓰레기 처리장,"공대(공과대학) 8호관 뒤편에는 쓰레기처리장이 있습니다.
공대(공과대학) 8호관 정문을 마주보고 건물을 따라 오른쪽으로 걸어오면 쓰레기처리장이 있습니다.
공대(공과대학) 8호관 쓰레기처리장 앞에는 주차장이 있습니다.
공대(공과대학) 8호관 쓰레기처리장은 학생들이 학습 활동 중 발생하는 쓰레기를 처리할 수 있는 장소입니다.","35.8482, 127.1340","공대 8호관 뒤편 쓰레기처리장에 배달해 주실 수 있나요?
공대 8호관 정문을 마주보고 건물을 따라 오른쪽으로 걸어오면 있는 쓰레기처리장 근처에서 친구를 만날 예정입니다 여기로 와 주세요.
공대 8호관 쓰레기처리장 앞 주차장으로 음식을 배달 부탁드립니다.
공대 8호관 쓰레기처리장은 학생들의 학습 활동 중 발생하는 쓰레기를 처리하는 장소 근처에서 손님을 기다릴게요 이곳으로 오시면 됩니다.
공대 8호관 쓰레기처리장 근처로 오실 때, 주변 주차장을 참고하세요 그곳에서 만나요.
공대 8호관 쓰레기처리장 앞에서 잠시 쉬고 있는 사람들 근처에서 기다리고 있을게요 여기로 배달 부탁드립니다.
공대 8호관 쓰레기처리장 근처에서 친구를 만나려 합니다 여기로 오실 수 있나요?
공대 8호관 쓰레기처리장 앞 주차장 근처로 배달 부탁드립니다 정확한 위치는 8호관 뒤편입니다.
공대 8호관 쓰레기처리장에서 손님을 맞이하려고 합니다 이곳으로 와 주실 수 있나요?
배달 도착하시면, 공대 8호관 뒤편 쓰레기처리장에 있는 주차장으로 오시면 됩니다 여기서 기다리고 있을게요.",
쓰레기처리장3,농대(농생대) 2호관 쓰레기 처리장,"농대(농생대) 2호관 뒤편에는 쓰레기처리장이 있습니다.
농대(농생대) 2호관 쓰레기 처리장은 학생들이 일상적인 쓰레기와 재활용 가능한 폐기물을 적절하게 분리하여 처리할 수 있는 장소로 설정되어 있습니다.
 이 쓰레기 처리장은 농대(농생대) 2호관 주변의 폐기물을 체계적으로 관리하는 데 중요한 역할을 합니다.
 학생들은 농대(농생대) 2호관 쓰레기 처리장에서 일반 쓰레기를 쉽게 버리고, 재활용을 위한 분리수거를 할 수 있습니다.","35.849226, 127.131876","농대 2호관 쓰레기 처리장으로 배달을 시킬 수 있나요?
농대 2호관 쓰레기 처리장으로 친구를 불렀습니다.
농대 2호관 쓰레기 처리장으로 와주세요.
농대 2호관 쓰레기 처리장에서 무언가를 시킬 수 있나요?
농대 2호관에 쓰레기 처리장이 있습니다.
농대 2호관 쓰레기 처리장으로 음식 배달이 가능한가요?
농대 2호관 주변 쓰레기 처리장에서 만나요.
농대 2호관 쓰레기 처리장에서 친구를 맞이하기로 했습니다.
농대 2호관 쓰레기 처리장에 사람들과 기다리고 있겠습니다.
농대 2호관 쓰레기 처리장으로 주문을 하려고 합니다.",
쓰레기처리장4,농대(농생대) 1호관 쓰레기 처리장,"농대(농생대) 1호관 뒤에는 쓰레기처리장이 있습니다.
농대(농생대) 1호관 쓰레기처리장은 후문 입구 옆에 있습니다.
농대(농생대) 1호관 쓰레기 처리장 앞에는 주차장이 있습니다.
농대(농생대) 1호관 뒤편 쓰레기처리장 앞에는 노란색 건물이 있습니다.","35.849222, 127.131099","농대 1호관 쓰레기 처리장으로 음식을 배달할 수 있을까요?
농대 1호관 쓰레기 처리장으로 친구를 불렀습니다.
농대 1호관 쓰레기 처리장에 물건을 배달하려면 어디로 가야하나요?
농대 1호관 쓰레기 처리장에서 주문하겠습니다.
농대 1호관 쓰레기 처리장으로 빨리 와주실 수 있나요?
농대 1호관 쓰레기 처리장에서 물건 배달 서비스를 이용할 수 있나요?
농대 1호관 쓰레기 처리장 주변으로 와주세요.
농대 1호관 쓰레기 처리장에서 친구를 맞이하려면 어떻게 해야 하나요?
농대 1호관 쓰레기 처리장에 쓰레기를 버리면 됩니다.
농대 1호관 쓰레기 처리장으로 주문을 하였습니다.",
쓰레기처리장5,농대(농생대) 실습장 쓰레기 처리장,"농대(농생대) 실습장 비닐하우스 단지에는 쓰레기처리장이 있습니다.
농대(농생대) 실습장에 위치한 쓰레기 처리장에는 주로 농작물과 관련된 쓰레기가 버려집니다.
농대(농생대) 실습장 쓰레기처리장은 원예실습포장과도 가깝습니다.
농대(농생대) 부속농장을 이용한 학생들은 비닐하우스 단지에 있는 쓰레기처리장에서 쓰레기를 버릴 수 있습니다.","35.850649, 127.130750","농대 실습장 비닐하우스 단지 쓰레기 처리장으로 음식을 배달할 수 있나요?
농대 실습장 비닐하우스 단지 쓰레기 처리장으로 친구를 부를 수 있나요?
농대 실습장 쓰레기 처리장에 물건을 전달하겠습니다
농대 실습장 쓰레기 처리장에서 어떤 물건을 주문할 수 있나요?
농대 실습장 비닐하우스 단지 쓰레기 처리장에서 재활용을 하고 있습니다.
농대 실습장 비닐하우스 단지 쓰레기 처리장에서 물건 배달 서비스를 이용하겠습니다.
농대 실습장 주변에 쓰레기 처리장이 있나요?
농대 실습장 비닐하우스 단지 쓰레기 처리장에서 친구를 만나기로 했습니다.
농대 실습장 비닐하우스 단지에 있습니다.
농대 실습장 비닐하우스 단지 쓰레기 처리장에서 활동을 할게요.", 
이스터에그,토끼 뽀시래기 집,"농대(농생대) 실습장에는 뽀시래기의 집이 있습니다.
토끼 뽀시래기의 집은 수도작실습포장 옆에 있습니다.
농대(농생대) 실습장을 이용하는 학생들은 뽀시래기의 집을 자주 볼 수 있습니다.
뽀시래기의 집은 예술대학으로 올라가는 언덕과 가까워요.","35.850080, 127.128553","농대 실습장 뽀시래기.
토끼집.
뽀시래기.
귀요미.
토끼 집은 어디있어?
토끼 집으로 와주세요.
뽀시래기 집으로 와.
토끼 뽀시래기 집 앞에 있을게요.
농대 토끼.
토끼 귀요미.",
계단1,자연대(자연과학대학)에서 공대(공과대학) 2호관으로 올라오는 계단,"자연대(자연과학대학) 4호관과 자연대(자연과학대학) 5호관 뒤에는 공대(공과대학)로 이어지는 계단이 있습니다.
분수대와 공대(공과대학) 2호관을 오가는 가장 빠른 길은 자연대(자연과학대학) 4호관 옆 계단을 이용하는 길이에요.
자연대(자연과학대학) 4호관과 자연대(자연과학대학) 5호관 사이에 있는 계단은 공대(공과대학) 2호관과 가장 가깝습니다.
자연대(자연과학대학) 4호관과 자연대(자연과학대학) 5호관 뒤에 있는 계단 옆에는 지쿠터 주차장이 있습니다.","35.8464, 127.1313","자연대(자연과학대학) 4호관과 5호관 뒤 계단으로 음식을 배달해주세요.
자연대(자연과학대학) 4호관과 5호관 뒤 계단 근처에서 빠른 점심을 주문할 수 있는 음식점을 추천해주세요.
자연대(자연과학대학) 4호관과 5호관 뒤 계단이 있어요!
자연대(자연과학대학) 4호관과 5호관 뒤 계단 근처에서 행사를 합니다.
자연대(자연과학대학) 4호관과 5호관 뒤 계단에 있습니다.
자연대(자연과학대학) 4호관과 5호관 뒤 계단에서 다같이 모일게요.
자연대(자연과학대학) 4호관과 5호관 뒤 계단으로 배달해주세요.
자연대(자연과학대학) 4호관과 5호관 뒤 계단 주변으로 올 수 있나요?
자연대(자연과학대학) 4호관과 5호관 뒤 계단 근처에서 음식 배달을 하겠습니다.
자연대(자연과학대학) 4호관과 5호관 뒤 계단으로 친구를 부르려면 어디라고 해야 할까요?",
